,category,text
616,business,uk rates held 4.75% bank england left rates hold 4.75% widely-predicted move. manufacturers organisation eef said expected hold rates continue near future. business outlook start deteriorate bank stand ready cut rates.
617,tech,rivals £400 apple... mac mini cheapest apple ever. wireless dvd burner added extra cost. apple computers famously user friendly offer better network security means fewer viruses. handle 3d graphics firewire slots. limited budget want machine add improve cash allows. s pretty monitor flat-panel display. want chop change quickly. nick ross deputy labs editor pc pro said important point buying cheap cheerful pc upgrade path. manufacturers going marketing machines faster said ll emphasise different features. building pc upgrading great way improve understanding works.
618,tech,search wars hit desktop pcs on-going battle microsoft google opened. end 2004 microsoft aims launch search software kind file pc hard drive. recently bought stata labs hands search software people use. use desktop toolbars let search information matter program using.
619,tech,radio station partnership technology firm sydus broadcast selected 2g high-speed 3g networks. james cridland head new media virgin radio said: places radio heart 3g revolution.
620,business,israel looks bank chief israel asked banker international monetary fund director run central bank. nomination prime minister ariel sharon came surprise led gains tel aviv stock market.
621,politics,javier solana eu foreign policy chief says phone-tap evidence works courts european countries. opted control orders suspects british foreign held house arrest surveillance. fight terrorism means far change way life said.
622,politics,voters t trust politicians 10 voters trust politicians tell truth new poll conducted bbc suggests. poll comes foreign secretary jack straw predicted trust key choice election. conservatives keen highlight trust issue. education secretary estelle morris told bbc news 24 real problem trust public politicians.
623,sport,victory given spain title outclassed. spain coach jordi arrese chose rest 18-year-old nadal doubles epic singles win roddick friday. 26-year-old bryan twins won davis cup matches year. spaniards twice surrendered breaks serve start second bryans broke 5-3 ahead served out.
624,tech,games enter classroom video games soon transplanted natural habitat academic atmosphere classroom. company set write look feel commercial game educational learning element. futurelab test viability gaming classroom. giving children free rein play game recognising games attract attention offer challenge said.
625,business,government pump 154m naira ($1.1m; £591 000) subsidies farming chemicals seedlings. country saw $1.2bn-worth beans exported 2003-04.
626,business,finding comes report published thursday world economic forum harvard aids agency. 71%) policies place address disease.
627,entertainment,portishead years cult british group portishead revealed writing album years. portishead international success deeply influential band despite scant recorded output.
628,entertainment,sarah lancashire timothy spall star real-life drama cherished. bbc run two-part documentary science supervolcano conjunction transmission.
629,sport,parmar picked injury week failed recover time europe/africa zone tie begins tel aviv friday. sheffield-born right-hander aged 24 reached final plaisir france week making semi-final mulhouse.
630,tech,imagine surveillance presents virtual embodiment person screen react behaviour alert new e-mails. works vision reacting preset way information provided surveillance tracker system. watch behaviour time learn predict going turn lights kettle switched on. sound like scary vision orwellian future.
